X,Y,id,xcoord,ycoord
-118.267151517885,33.7003504431598,"0",1975230.770170643692836,522257.545006540429313
-118.267605757092,33.7002315922697,"1",1975188.619912217836827,522244.473328237771057
-118.267350490018,33.7001706457498,"2",1975212.269259465159848,522237.649767819966655
-118.268093135647,33.7003863594872,"3",1975143.477936781710014,522261.761518095678184
-118.267243333447,33.7003588696091,"4",1975222.259900850011036,522258.502351552830078
-118.267235512134,33.7004059680779,"5",1975222.998950099339709,522263.724889205594081
-118.267475982649,33.7003289134674,"6",1975200.680799646768719,522255.236797106161248
-118.267343781238,33.7002515850006,"7",1975212.915150466840714,522246.626416829763912
-118.267664140672,33.7003233631585,"8",1975183.233930885791779,522254.667559403693303
-118.267202929554,33.7003642337638,"9",1975226.007562235929072,522259.087419209070504
-118.267398077252,33.7003173473431,"10",1975207.900451059220359,522253.934590196819045
-118.266959771082,33.7004150660174,"11",1975248.567170718684793,522264.666157251107506
-118.267514285097,33.700297443806,"12",1975197.120265590958297,522251.755430073069874
-118.268050575816,33.7003594030183,"13",1975147.415930582676083,522258.760809289815370
-118.267286767715,33.7003941276167,"14",1975218.243257533060387,522262.424104486766737
-118.267429710577,33.7002890348632,"15",1975204.959184582112357,522250.801790191733744
-118.267743427207,33.7003642401439,"16",1975175.894890759373084,522259.221476036589593
-118.267036414988,33.7003932615762,"17",1975241.454648154322058,522262.266343788651284
-118.267988124812,33.7003165576769,"18",1975153.193454579915851,522253.992688943748362
-118.267250242053,33.7003084869268,"19",1975221.604504635557532,522252.915282803121954
-118.266981205907,33.7003400493174,"20",1975246.557722707046196,522256.350099858536851
-118.266965648397,33.7003146620236,"21",1975247.992670643376186,522253.530146521807183
-118.267304818752,33.700293953604,"22",1975216.540091642644256,522251.316608059569262
-118.267355000113,33.700193559635,"23",1975211.857861996162683,522240.192635874263942
-118.267321612907,33.7002813095017,"24",1975214.979276678292081,522249.918183645349927
-118.267012670197,33.700319248312,"25",1975243.634355532936752,522254.050467196968384
-118.267804578917,33.7002524826001,"26",1975170.192132133059204,522246.839713322173338
-118.267136181783,33.7002751283506,"27",1975232.169866915559396,522249.186823542579077
-118.267625587817,33.7002970767859,"28",1975186.800628005061299,522251.742187897267286
-118.267857961552,33.7003579995678,"29",1975165.273902460001409,522258.557523127237801
-118.267712336984,33.7003086181897,"30",1975178.761012819362804,522253.043852800969034
-118.267534203129,33.7002240940856,"31",1975195.251891952939332,522243.623921447084285
-118.268022090419,33.7003144166487,"32",1975150.043671083403751,522253.763588810455985
-118.268010616158,33.7003797080518,"33",1975151.126828022301197,522261.003295169386547
-118.26725679182,33.7002849822432,"34",1975220.990304955281317,522250.309606419294141
-118.267781507763,33.7003201559874,"35",1975172.351194005925208,522254.340782636252698
-118.267649977392,33.7003845980007,"36",1975184.565178279997781,522261.456625873688608
-118.266913779404,33.7002959966088,"37",1975252.796250816201791,522251.446887035679538
-118.267138802258,33.7003221221277,"38",1975231.940761189674959,522254.400321855442598
-118.267681689199,33.7003504381384,"39",1975181.614902433240786,522257.675223327474669
-118.267464483035,33.7003474494278,"40",1975201.752467178273946,522257.290088151989039
-118.267895474909,33.7002680922295,"41",1975161.769241109257564,522248.593691064510494
-118.267449028766,33.7002588724589,"42",1975203.159179236041382,522247.460747439938132
-118.266616776639,33.700420201391,"43",1975280.369667903054506,522265.151400701026432
-118.267978867595,33.7003460646751,"44",1975154.060471522156149,522257.263507002382539
-118.267683935547,33.7002215068888,"45",1975181.368543340824544,522243.373893037729431
-118.2669258932,33.7004020455034,"46",1975251.704348450992256,522263.213496324548032
-118.26667056958,33.7003922220329,"47",1975275.373981432290748,522262.060980380862020
-118.266949969692,33.7003366508422,"48",1975249.452813134994358,522255.965427260554861
-118.267357437048,33.7003603655775,"49",1975211.681134659331292,522258.696426934504416
-118.267733680685,33.7003392723036,"50",1975176.791170284617692,522256.449475347530097
-118.26732288829,33.7003345597981,"51",1975214.876737627899274,522255.825364140619058
-118.267782343524,33.7002801363362,"52",1975172.261879300232977,522249.901751521450933
-118.267691787077,33.7002521663184,"53",1975180.649638502625749,522246.776773184887134
-118.267319963818,33.7001732789709,"54",1975215.100303955608979,522237.934334266406950
-118.267704115479,33.7002808976178,"55",1975179.515087283914909,522249.966878215374891
-118.267515418014,33.7001753488803,"56",1975196.979181294096634,522238.212153626896907
-118.267707785804,33.7002354108795,"57",1975179.161351601360366,522244.922102419193834
-118.268153636453,33.7003884549018,"58",1975137.869177725864574,522262.008917748753447
-118.267435848599,33.7002238946197,"59",1975204.370867386227474,522243.577528706926387
-118.267855582637,33.7002855766041,"60",1975165.473057531518862,522250.523313691141084
-118.266791561804,33.7003810363321,"61",1975264.152800582814962,522260.849958184640855
-118.267194724064,33.7004171367957,"62",1975226.783940096385777,522264.953742003650405
-118.267107270843,33.7003571384684,"63",1975234.874544931109995,522258.276790906675160
-118.267038322301,33.7002996193666,"64",1975241.250214394880459,522251.879416251904331
-118.267267194767,33.7002208092936,"65",1975220.006858884822577,522243.193693805835210
-118.267702612976,33.700368055257,"66",1975179.680141953984275,522259.634594052040484
-118.267329275279,33.7001972122836,"67",1975214.244043067796156,522240.591467585298233
-118.267605781747,33.7001897515957,"68",1975188.605269908206537,522239.832097104459535
-118.267742941601,33.7003087429282,"69",1975175.923516189213842,522253.065247429185547
-118.26728005134,33.7002942455043,"70",1975218.836510099470615,522251.342881138261873
-118.267796411522,33.700301045976,"71",1975170.963731714757159,522252.224658384104259
-118.267863064976,33.7003980629485,"72",1975164.812577239936218,522263.002872290962841
-118.266769908518,33.7003796246649,"73",1975266.159986364422366,522260.688038592576049
-118.267283389666,33.7002354893676,"74",1975218.509663353441283,522244.826094809279311
-118.26690979369,33.7004149300183,"75",1975253.200821894919500,522264.638765989569947
-118.268243348092,33.7003888182958,"76",1975129.551601331448182,522262.071421011758503
-118.267569705591,33.7001862790883,"77",1975191.949081249069422,522239.437999830406625
-118.266799933792,33.7003393741585,"78",1975263.364318487700075,522256.230581666750368
-118.268074475365,33.7003956895461,"79",1975145.210799522930756,522262.791854036215227
-118.266709099012,33.7004159826343,"80",1975271.808688800781965,522264.706137363042217
-118.267632837375,33.7003643929946,"81",1975186.148360785562545,522259.211125076049939
-118.267380324424,33.7002438969006,"82",1975209.524746518814936,522245.782615264470223
-118.268134986302,33.7003790987008,"83",1975139.595572367077693,522260.966454847832210
-118.267973716893,33.7003645154918,"84",1975154.543479424435645,522259.308917282090988
-118.267225949809,33.7002533487119,"85",1975223.840520708123222,522246.793008646985982
-118.266746988728,33.700374202824,"86",1975268.283416662830859,522260.080973499338143
-118.266643712697,33.7004164839936,"87",1975277.871177389984950,522264.745667616196442
-118.267744730879,33.7003967663249,"88",1975175.783630334772170,522262.829811516508926
-118.267052406201,33.7003279369942,"89",1975239.952758716186509,522255.024059168004896
-118.266743734155,33.7004138783741,"90",1975268.596846275730059,522264.481240424443968
-118.26737731665,33.7003324313768,"91",1975209.829738812288269,522255.602688075741753
-118.267279339043,33.7003335152837,"92",1975218.914134358987212,522255.698762511892710
-118.267153051178,33.7004077229674,"93",1975230.644897416466847,522263.899229692528024
-118.268191027301,33.7003824114056,"94",1975134.400667660636827,522261.347783240547869
-118.267684657124,33.7002702760354,"95",1975181.316048438427970,522248.783859197807033
-118.266779442232,33.700399086733,"96",1975265.281790376873687,522262.849242573021911
-118.267543781571,33.7001759441853,"97",1975194.349601160734892,522238.285187909961678
-118.267929743871,33.7003615457528,"98",1975158.619595265015960,522258.968626470828895
-118.267437601656,33.7003452356056,"99",1975204.244143000338227,522257.037885232130066
-118.267397474329,33.7002707304671,"100",1975207.942595394095406,522248.763397210161202
-118.267576601886,33.7002122460915,"101",1975191.317352082580328,522242.320129243424162
-118.267919505464,33.7003091034149,"102",1975159.553351955488324,522253.148854303057306
-118.267061564362,33.7003078577054,"103",1975239.097734373062849,522252.798990996612702
-118.267667254508,33.7003982435586,"104",1975182.967347704106942,522262.974544543249067
-118.267479202525,33.700246352552,"105",1975200.357895845314488,522246.079402766656131
-118.267348847325,33.7003293559775,"106",1975212.468388775130734,522255.254524034680799
-118.267744243937,33.7002708980321,"107",1975175.791586902691051,522248.867569344060030
-118.267859009253,33.7003784718836,"108",1975165.182815629756078,522260.828703123726882
-118.2672556259,33.700397277666,"109",1975221.131523974938318,522262.765850876225159
-118.267421360876,33.7003687591747,"110",1975205.756862473208457,522259.643264873127919
-118.267389177159,33.7001924895191,"111",1975208.688787583028898,522240.082360559201334
-118.26732008603,33.7002597105844,"112",1975215.114470630185679,522247.521916055411566
-118.26763659902,33.7002391394578,"113",1975185.762602664064616,522245.318124375422485
-118.267822078516,33.7003802971891,"114",1975168.607417340390384,522261.022053876018617
-118.267838860683,33.7003086585437,"115",1975167.030270869843662,522253.079579798330087
-118.267540079443,33.7002766318065,"116",1975194.722575533436611,522249.453194145287853
-118.267587626537,33.7002747655239,"117",1975190.313652827870101,522249.257908634783234
-118.267616361174,33.7002542259403,"118",1975187.643429126357660,522246.986618380469736
-118.267071987978,33.7004120109438,"119",1975238.161996925016865,522264.354907093977090
-118.268085589305,33.7003592550499,"120",1975144.169582935748622,522258.753053259802982
-118.267990498119,33.7003958873746,"121",1975152.996872678864747,522262.793036651099101
-118.267927477469,33.7003985429317,"122",1975158.840665738563985,522263.072031741903629
-118.267837247516,33.7003363700993,"123",1975167.188027885742486,522256.153125522192568
-118.267184887414,33.700379027179,"124",1975227.684715599985793,522260.723953509062994
-118.267537299632,33.7003130268925,"125",1975194.991053663427010,522253.489685598062351
-118.267287996348,33.7003146645072,"126",1975218.105904703494161,522253.609847286366858
-118.267372608745,33.7003030388405,"127",1975210.257563476683572,522252.341117476054933
-118.267257136525,33.7002576315445,"128",1975220.950278660980985,522247.275775628397241
-118.266894908109,33.7003949178624,"129",1975254.575055337743834,522262.415224046970252
-118.266860297655,33.7004004245598,"130",1975257.785611922619864,522263.017542491375934
-118.267577706512,33.7003655054703,"131",1975191.260191432200372,522259.320919699850492
-118.267029570625,33.700373970645,"132",1975242.083543765358627,522260.124783562554512
-118.26756834519,33.7001642200981,"133",1975192.068698579445481,522236.990738703170791
-118.267534287467,33.7002531376827,"134",1975195.252647353569046,522246.845645218621939
-118.267235191821,33.700223759373,"135",1975222.974912763573229,522243.513046549924184
-118.267528528654,33.7003691268578,"136",1975195.820825041737407,522259.710490763711277
-118.266739931061,33.700395502335,"137",1975268.944043754134327,522262.441916034324095
-118.267105509534,33.7003855780172,"138",1975235.046229134546593,522261.431054963031784
-118.26733702234,33.7003138301292,"139",1975213.560171727789566,522253.529380913358182
-118.267161515258,33.7002852023153,"140",1975229.824021050008014,522250.310535225959029
-118.267194703913,33.7002835954877,"141",1975226.746431615902111,522250.140474682848435
-118.267509799439,33.7002773259877,"142",1975197.530218199361116,522249.522725195100065
-118.26759436789,33.7002547915707,"143",1975189.682723826495931,522247.043932969565503
-118.267275071006,33.7003669932796,"144",1975219.319723512511700,522259.411305311776232
-118.266879802757,33.7003337327264,"145",1975255.957539577269927,522255.624455909361131
-118.26722422431,33.7003293704912,"146",1975224.022920653689653,522255.225409018341452
-118.266835852922,33.7003604416505,"147",1975260.040250263875350,522258.576363739790395
-118.267029727484,33.7002770103333,"148",1975242.040427839616314,522249.369359573989641
-118.26691113104,33.7003340209991,"149",1975253.052996494341642,522255.664145454415120
-118.267068343064,33.7002682272471,"150",1975238.457560938550159,522248.404595004918519
-118.266794299132,33.7003605082138,"151",1975263.892963032471016,522258.573520633857697
-118.267446798959,33.7003983513032,"152",1975203.407084228936583,522262.932089459907729
-118.267606896704,33.7003848304729,"153",1975188.559506516205147,522261.471778354025446
-118.267571297789,33.7002475039671,"154",1975191.819537560222670,522246.229850923933554
-118.267628175416,33.7003989545937,"155",1975186.590805574553087,522263.043769437703304
-118.266836678157,33.7004172820649,"156",1975259.980475803604349,522264.881671896378975
-118.266996858028,33.7003747384428,"157",1975245.116744368104264,522260.201895820850041
-118.267209614936,33.7002145845609,"158",1975225.343592673772946,522242.489012941718102
-118.267129809422,33.7003432861068,"159",1975232.780778631102294,522256.745750938309357
-118.268155049662,33.7003646905209,"160",1975137.731118445284665,522259.373169117374346
-118.267302246086,33.7004197448466,"161",1975216.815725157270208,522265.269548850308638
-118.267633433322,33.7002756817877,"162",1975186.066906171850860,522249.370853585191071
-118.267162576564,33.7003764091227,"163",1975229.752511701313779,522260.428043571650051
-118.267982828076,33.7002951087501,"164",1975153.678202687297016,522251.612126521999016
-118.266992030222,33.7003122977633,"165",1975245.545960527844727,522253.274384307907894
-118.267675502055,33.7001887290328,"166",1975182.140780185116455,522239.735879719490185
-118.267388525202,33.7001596889218,"167",1975208.739555611507967,522236.443746080040000
-118.267486175442,33.7002801938377,"168",1975199.721384834730998,522249.835016641649418
-118.267509169219,33.7001554229549,"169",1975197.552662202855572,522236.000299639184959
-118.267411256192,33.7002316668707,"170",1975206.653269564732909,522244.433610672247596
-118.267117284126,33.7004098139435,"171",1975233.961682939203456,522264.122361104353331
-118.267491889218,33.7002304186016,"172",1975199.176933657843620,522244.315036452666391
-118.267087577158,33.7003169919528,"173",1975236.688627717783675,522253.818628784094471
-118.26780953548,33.700335789144,"174",1975169.757200709311292,522256.081836280063726
-118.267276549898,33.7001932841007,"175",1975219.131370205199346,522240.142728305596393
-118.267635403331,33.7002070771863,"176",1975185.863992493133992,522241.761275421013124
-118.266799539709,33.7004190239523,"177",1975263.424307562178001,522265.065753085538745
-118.266858316434,33.7003569166211,"178",1975257.956489469623193,522258.190873885178007
-118.267108874892,33.7002496410214,"179",1975234.694136993726715,522246.352876508550253
-118.266999170378,33.7004172757393,"180",1975244.914886676706374,522264.920976307184901
-118.26667511342,33.7004165127474,"181",1975274.959844347089529,522264.756580646208022
-118.267095732862,33.7003362848644,"182",1975235.938151376321912,522255.960732134990394
-118.267322208216,33.7003969131356,"183",1975214.958185943309218,522262.741830383718479
-118.26739187347,33.7002182414629,"184",1975208.446395449806005,522242.939597166026942
-118.267906613241,33.7003798545733,"185",1975160.769583264365792,522260.993842589727137
-118.267082394068,33.7002976052159,"186",1975237.163468260318041,522251.666850094217807
-118.267198573291,33.7003059189013,"187",1975226.394261264940724,522252.617685223289300
-118.267822567648,33.700358007944,"188",1975168.555479343514889,522258.549708066391759
-118.267031310153,33.7003400924379,"189",1975241.912278608419001,522256.367222982866224
-118.267485441482,33.7001446982813,"190",1975199.749438057420775,522234.804795168456621
-118.26737724918,33.7003957604075,"191",1975209.854680698132142,522262.627535542298574
-118.267335828215,33.7002171416827,"192",1975213.642360800178722,522242.803780852176715
-118.268041938614,33.7003418301401,"193",1975148.211537587223575,522256.809376958524808
-118.267103592466,33.7002916777661,"194",1975235.196292982203886,522251.014561703195795
-118.266931519324,33.7003626641047,"195",1975251.171117195161059,522258.846443039248697
-118.26750578325,33.7003346268879,"196",1975197.919498590752482,522255.877919267106336
-118.266696709873,33.7003921421769,"197",1975272.950340449810028,522262.058552413654979
-118.266868538538,33.7003144333608,"198",1975256.996227284893394,522253.480873066058848
-118.266816129876,33.7003780302228,"199",1975261.874067299067974,522260.522547321859747
-118.268046755374,33.7003212333853,"200",1975147.758855103515089,522254.525843144336250
-118.267787273846,33.7003931082857,"201",1975171.838145563611761,522262.434545734489802
-118.267153792817,33.7002538404781,"202",1975230.530767930438742,522246.829775117104873
-118.267475476717,33.7002033147865,"203",1975200.690633846446872,522241.304457213380374
-118.267142721799,33.7003863265166,"204",1975231.596285715466365,522261.523252195387613
-118.267583144114,33.7003038911187,"205",1975190.737845393829048,522252.487600931955967
-118.267777049914,33.7003473997035,"206",1975172.772558029508218,522257.361730050819460
-118.26769169867,33.7003027399032,"207",1975180.672775365412235,522252.386699241818860
-118.267450133574,33.7003726697283,"208",1975203.090333040570840,522260.084146344743203
-118.267646561416,33.7003413249484,"209",1975184.869111787760630,522256.655656822782476
-118.268019914842,33.7003540012947,"210",1975150.257089787628502,522258.154034881794360
-118.267591109389,33.7003983629937,"211",1975190.027235875371844,522262.968995924398769
-118.267553708056,33.7003310531002,"212",1975193.475054953712970,522255.493318008491769
-118.267607740027,33.7003324116911,"213",1975188.465836708201095,522255.657357546268031
-118.267056679249,33.7003764996236,"214",1975239.570891546318308,522260.411991525208578
-118.267549259709,33.7001975885191,"215",1975193.848080720985308,522240.687468835560139
-118.267426062672,33.7001914065011,"216",1975205.268591068219393,522239.971323236939497
-118.267198854318,33.7003388521511,"217",1975226.377916687866673,522256.270922779163811
-118.267657924281,33.7002248447338,"218",1975183.781188712688163,522243.737726173247211
-118.266985715801,33.7002867580919,"219",1975246.123882589861751,522250.439804298628587
-118.267916967432,33.7003328439733,"220",1975159.795687021687627,522255.781682757195085
-118.267492857972,33.7001925819659,"221",1975199.075945491436869,522240.118191988382023
-118.267725685273,33.7003801839247,"222",1975177.544558939989656,522260.985681423102506
-118.267765380873,33.7003862731409,"223",1975173.865949664032087,522261.670939994393848
