X,Y,id,xcoord,ycoord
-118.114157066031,33.7415362505912,"0",1989420.987696806900203,526799.233852002420463
-118.113534794254,33.7416098813097,"1",1989478.663242863491178,526807.336106237489730
-118.112551093535,33.7413878708734,"2",1989569.795758826425299,526782.606836528051645
-118.114603373994,33.7418052512638,"3",1989379.662075638771057,526829.120107220369391
-118.110567647083,33.7401625540667,"4",1989753.453819811809808,526646.483217867906205
-118.11278246374,33.7412288840153,"5",1989548.334708963055164,526764.995078684296459
-118.111962682275,33.7399223336491,"6",1989624.143223298015073,526619.979605798027478
-118.111740690994,33.7396423231447,"7",1989644.681163399713114,526588.896235409658402
-118.111943248656,33.740796192911,"8",1989626.052136799087748,526716.911406701663509
-118.107896365417,33.7395363381545,"9",1990000.932686600601301,526576.750498552690260
-118.111958768034,33.7410514183823,"10",1989624.645467299036682,526745.224174401373602
-118.112363311639,33.7400838365759,"11",1989587.035957819316536,526637.935926704201847
-118.11021822707,33.7406716361232,"12",1989785.897246079053730,526702.918146474286914
-118.10893559882,33.7401067435074,"13",1989904.692540271207690,526640.127228427329101
-118.109994771016,33.7402731065853,"14",1989806.556898748269305,526658.688132068724371
-118.114838905737,33.7415442716502,"15",1989357.802195370430127,526800.195572020136751
-118.11262993669,33.7400894475208,"16",1989562.327914738329127,526638.585980593110435
-118.109259039143,33.7394669963893,"17",1989874.641471594106406,526569.195095345145091
-118.113769063383,33.7413301047772,"18",1989456.918266744352877,526776.326136753545143
-118.10969819104,33.7403739790674,"19",1989834.053779548732564,526669.847488508443348
-118.113571411088,33.7404183007331,"20",1989475.120596646098420,526675.162558741751127
-118.109503597734,33.7400294284498,"21",1989852.045478437561542,526631.608164565754123
-118.112019591855,33.7406424644657,"22",1989618.958297579316422,526699.866791256936267
-118.110220423753,33.7393139557124,"23",1989785.528534941608086,526552.316155253327452
-118.112130654048,33.7419926786388,"24",1989608.833063030615449,526849.652249382925220
-118.1127442005,33.7398413731423,"25",1989551.707967009395361,526611.079925202997401
-118.109661427551,33.7394515202506,"26",1989837.349088817136362,526567.518995683290996
-118.111099030683,33.7415105259309,"27",1989704.374624133110046,526796.062780226813629
-118.11453990722,33.7418290463148,"28",1989385.546570722013712,526831.752895110286772
-118.109261171965,33.7407444581838,"29",1989874.597848079632968,526710.899184320238419
-118.108680189672,33.7404850530595,"30",1989928.407244947040454,526682.066014799638651
-118.115301672494,33.7405365861924,"31",1989314.789090833859518,526688.466055330121890
-118.113297102861,33.742295403402,"32",1989500.775946776149794,526883.353531743166968
-118.110252527357,33.7398650542105,"33",1989782.620446910383180,526613.450637381756678
-118.107994347053,33.7394327828403,"34",1989991.840107849799097,526565.273259980254807
-118.108864868917,33.7394137710906,"35",1989911.163984362734482,526563.251384827424772
-118.114989227099,33.7420616211479,"36",1989343.937471038429067,526857.599050134071149
-118.111575201915,33.7408553986075,"37",1989660.166853272356093,526723.440941554610617
-118.108586861108,33.7397097919211,"38",1989936.963269916828722,526596.059960437007248
-118.115660859727,33.7400504211484,"39",1989281.440532847540453,526634.575903015560471
-118.113296604409,33.7417342003835,"40",1989500.751971322810277,526821.101428693626076
-118.110997227431,33.7403510692357,"41",1989713.666775254067034,526667.438348261872306
-118.109673843667,33.7391474687638,"42",1989836.161651034140959,526533.792997113545425
-118.115125787288,33.7415839430458,"43",1989331.221742896828800,526804.626576092443429
-118.113377138279,33.7420753538108,"44",1989493.331548550166190,526858.952656627283432
-118.114733167718,33.7418900964096,"45",1989367.644790119957179,526838.545368153485470
-118.113145452256,33.7413886934559,"46",1989514.716163541190326,526782.759919316275045
-118.112720396523,33.7409001108185,"47",1989554.045641258591786,526728.519099624245428
-118.110019300034,33.7395710548892,"48",1989804.198506769258529,526580.814751159399748
-118.113061500362,33.7404627495986,"49",1989522.380522614112124,526680.039826581953093
-118.110587670356,33.7408260809737,"50",1989751.679196777287871,526720.087716154055670
-118.112788040839,33.7405054786722,"51",1989547.727832832606509,526684.751126018818468
-118.112592061715,33.739696796498,"52",1989565.789085583761334,526595.026796013466083
-118.10882359532,33.740190121837,"53",1989915.082166125765070,526649.364819430862553
-118.110393108728,33.7403850052456,"54",1989769.655765378614888,526671.141083901631646
-118.113744350737,33.7410565943252,"55",1989459.174076999770477,526745.984099256107584
-118.109255699646,33.7391546772183,"56",1989874.913296250160784,526534.550402697408572
-118.110848458938,33.7402890828394,"57",1989727.445858357241377,526660.547224521869794
-118.111956500112,33.7413455026117,"58",1989624.891972564393654,526777.845555361709557
-118.110598738458,33.741431254302,"59",1989750.727362700272352,526787.218360223341733
-118.108385186011,33.7402092614227,"60",1989955.712778039975092,526651.444002012489364
-118.109795268046,33.7403125164934,"61",1989825.050019691232592,526663.039506611763500
-118.109876383801,33.7393876704553,"62",1989817.420719075249508,526560.458139525493607
-118.11325381178,33.7405443106384,"63",1989504.568867114139721,526689.107138069579378
-118.11262495295,33.7397833200815,"64",1989562.751721002627164,526604.627935943892226
-118.115280365717,33.7411859630181,"65",1989316.846239614533260,526760.496626548818313
-118.112759025257,33.7413330784875,"66",1989550.519741639262065,526776.550527466577478
-118.112327912458,33.7415348855567,"67",1989590.496351797832176,526798.891464929212816
-118.109930896815,33.7395565100138,"68",1989812.389316839165986,526579.192381051252596
-118.11008428855,33.7392243477856,"69",1989798.133719091536477,526542.362469500978477
-118.112945678021,33.742226146479,"70",1989533.333783337380737,526875.634482752764598
-118.113901253919,33.7402462298517,"71",1989444.531816371483728,526656.109993154415861
-118.108925652249,33.7402754608543,"72",1989905.634591836947948,526658.841389187611639
-118.112458489106,33.7413535593607,"73",1989578.373227148782462,526778.791189322131686
-118.109207880495,33.739318374888,"74",1989879.364581615198404,526552.703935738070868
-118.111102941144,33.7395570208167,"75",1989703.772722647059709,526579.368465073639527
-118.11218841167,33.7421551901289,"76",1989603.500776550499722,526867.684984397259541
-118.113308633369,33.740425866338,"77",1989499.473645066842437,526675.974298820015974
-118.10948701446,33.7397254013059,"78",1989853.545554435113445,526597.881939489976503
-118.110560501793,33.7407143293573,"79",1989754.183311300119385,526707.688775167101994
-118.109612556415,33.7394528252257,"80",1989841.878278498305008,526567.658811549888924
-118.110173270092,33.7398785389181,"81",1989789.967053977772593,526614.938390166964382
-118.114884857337,33.7416280193106,"82",1989353.554449573624879,526809.490238205646165
-118.110120813937,33.7406974464889,"83",1989794.927812842186540,526705.771295468322933
-118.112953182879,33.7411705887884,"84",1989532.506733356975019,526758.546381589025259
-118.108362724167,33.7390295919015,"85",1989957.653294063173234,526520.585590226342902
-118.108118959577,33.7398303165044,"86",1989980.339328084373847,526609.382542949751951
-118.11365248335,33.7420880078039,"87",1989467.816896734293550,526860.385130254435353
